OMEGAWIKI	FGLOSS	SEEALSO	GLOSS	SEMANTICFIELD	DEFINITION	POS	WOLD
6261	fly	-	FLY, INSECT	Animals	A common insect; any species of insect of the order Diptera.	Noun	3.83
6261	insect	-	FLY, INSECT	Animals	A common insect; any species of insect of the order Diptera.	Noun	3.83
1478231	flying	-	FLYING FOX	Animals	A squirrel of the sub-family Pteromyinae of the family Sciuridae.	Noun	-
1478231	fox	-	FLYING FOX	Animals	A squirrel of the sub-family Pteromyinae of the family Sciuridae.	Noun	-
6776	foal	-	FOAL	Animals	A juvenile horse, especially one which is not yet weaned.	Noun	3.45
1505737	fowl	-	FOWL	Animals	A bird that is kept for its meat and eggs.	Noun	3.5
5726	fox	-	FOX	Animals	A carnivorous relatively small canine of the species Vulpes Vulpes.	Noun	3.74
433736	freshwater	-	FRESHWATER EEL	Animals	A snaky edible fish, which lives in freshwater and in the sea.	Noun	3665
433736	eel	-	FRESHWATER EEL	Animals	A snaky edible fish, which lives in freshwater and in the sea.	Noun	3665
1570	frog	-	FROG	Animals	Any insectivorous anuran amphibian of the family Ranidae, such as Rana temporaria of Europe, having a short squat tailless body with a moist smooth skin and very long hind legs specialized for hopping.	Noun	3.95
1018466	gazelle	-	GAZELLE	Animals	An antelope of the genus Gazella mostly native to Africa and capable of running at high speeds for long periods.	Noun	-
844061	gill	-	GILL	Animals	The breathing organ of fish and other aquatic animals.	Noun	3654
6257	goat	-	GOAT	Animals	A common four-legged animal (Capra) that is related to sheep and bred by humans for its coat and milk.	Noun	3.36
534216	goose	-	GOOSE	Animals	Waterfowl of the Anatidae family.	Noun	3.56
1677	grasshopper	-	GRASSHOPPER	Animals	A plant-eating insect with long back legs that can jump very high and makes a sharp high noise using its back legs or wings.	Noun	3.93
1541204	guan	-	GUAN	Animals	a large game bird of the curassow family, common in dense woodlands of Central and South America.	Noun	-
1542693	guinea	-	GUINEA FOWL	Animals	Bird of the family Phasianidae native to Africa.	Noun	-
1542693	fowl	-	GUINEA FOWL	Animals	Bird of the family Phasianidae native to Africa.	Noun	-
535092	hare	-	HARE	Animals	Mammal of the family hares and rabbits (Leporidae) with long ears, short tail and hindlegs which are shorter than the forelegs and permit running quickly.	Noun	3863
1510384	hawk	-	HAWK	Animals	A predatory bird of the family Accipitridae.	Noun	3585
1505730	hegoat	-	HE-GOAT	Animals	A male goat.	Noun	3.37
1510396	head	-	HEAD LOUSE	Animals	A parasitic insect which lives among the hairs on the head of a human and feeds on blood.	Noun	3811
1510396	louse	-	HEAD LOUSE	Animals	A parasitic insect which lives among the hairs on the head of a human and feeds on blood.	Noun	3811
6311	hen	-	HEN	Animals	A female chicken.	Noun	3.54
1505722	herdsman	-	HERDSMAN	Animals	A man who looks after a herd of animals.	Noun	3.18
342235	heron	-	HERON	Animals	A long-legged, long-necked wading bird of the family Ardeidae.	Noun	3583
1505751	hide	-	HIDE, SKIN	Animals	Skin of an animal.	Noun	4.12
1505751	skin	-	HIDE, SKIN	Animals	Skin of an animal.	Noun	4.12
1780	horse	-	HORSE	Animals	A large animal with four legs of the Equus caballus species which people ride on or use for carrying things or pulling vehicles.	Noun	3.41
1541184	howler	-	HOWLER MONKEY	Animals	large, prehensile-tailed tropical American monkey of the genus Alouatta,  the males of which make a howling noise	Noun	-
1541184	monkey	-	HOWLER MONKEY	Animals	large, prehensile-tailed tropical American monkey of the genus Alouatta,  the males of which make a howling noise	Noun	-
652702	hummingbird	-	HUMMINGBIRD	Animals	A small bird in the family Trochilidae.	Noun	-
736876	hyena	-	HYENA	Animals	A large carnivore of the family Hyaenidae, similar in appearance to a dog and native to Africa and Asia, best known for the sound resembling laughter that it makes when excited.	Noun	-
647456	iguana	-	IGUANA	Animals	(Iguanidae)A lizard family.	Noun	-
1959	insect	-	INSECT	Animals	A class of the Arthropoda typically having a segmented body with an external chitinous covering, a pair of compound eyes, a pair of antennae, three pairs of mouthparts, and two pairs of wings.	Noun	3.81
5513	jaguar	-	JAGUAR	Animals	A carnivorous spotted large cat native to South and Central America.	Noun	3.9
1355026	kangaroo	-	KANGAROO	Animals	A marsupial from the family Macropodidae having powerful hind legs and large feet for leaping.	Noun	3.88
914854	kid	-	KID	Animals	A young goat.	Noun	3.38
352601	lamb	-	LAMB	Animals	Young sheep.	Noun	3.29
412005	leech	-	LEECH, WATER LEECH	Animals	A worm-like creature that lives in water and sucks blood from animals.	Noun	-
412005	water	-	LEECH, WATER LEECH	Animals	A worm-like creature that lives in water and sucks blood from animals.	Noun	-
412005	leech	-	LEECH, WATER LEECH	Animals	A worm-like creature that lives in water and sucks blood from animals.	Noun	-
503381	leopard	-	LEOPARD	Animals	A large wild cat with a spotted coat, Panthera pardus, indigenous to Africa and Asia.	Noun	-
5961	lion	-	LION	Animals	A large cat (Panthera leo) that is native to Africa, Asia and formerly much of Europe.	Noun	3.72
2183	livestock	-	LIVESTOCK	Animals	Cattle, horses, and similar animals kept for domestic use especially on a farm.	Noun	3.15
2189	lizard	-	LIZARD	Animals	Any reptile of the suborder Lacertilia, especially those of the family Lacertidae, typically having an elongated body, four limbs, and a small tail: includes the gechos, iguanas, chameleons, monitors, and slow worms.	Noun	3.96
349672	locust	-	LOCUST	Animals	Migratory grasshoppers of the order Orthoptera of warm regions having short antennae.	Noun	-
667122	macaw	-	MACAW	Animals	Large colorful parrots of the Americas, classified into six of the many Psittacidae genera: Ara, Anodorhynchus, Cyanopsitta, Primolius, Orthopsittaca, and Diopsittaca.	Noun	-
400028	mare	-	MARE	Animals	An adult female horse.	Noun	3.44
5870	monkey	-	MONKEY	Animals	A primate from the group “New World monkeys” or “Old World monkeys” (Simiiformes, excluding the superfamily Hominoidea or apes) that lives mainly in rainforests and is distinguished from an Ape by its smaller size and its tail.	Noun	3.76
630453	mosquito	-	MOSQUITO	Animals	A small flying insect (of the family Culicidae) known for biting and sucking blood.	Noun	3832
6237	mouse	-	MOUSE	Animals	Any of numerous small rodents of the genus ''mus'' or various related genera of the ''Muridæ'' family characterised by a long hairless tail, rounded ears, and a pointed nose.	Noun	3.63
377499	mule	-	MULE	Animals	The offspring of a male donkey and a female horse.	Noun	3.47
957309	nest	-	NEST	Animals	To build or settle into a nest.	Noun	3.58
1505748	nit	-	NIT	Animals	An egg of a louse that is sometimes found in people's hair.	Noun	3812
1510392	opossum	-	OPOSSUM	Animals	A mammal being a member of the family Didelphidae.	Noun	3622
1031630	otter	-	OTTER	Animals	Any of several aquatic, furbearing, weasellike mammals of the genus Lutra , having webbed feet and a long, slightly flattened tail.	Noun	-
339205	owl	-	OWL	Animals	A solitary, mainly nocturnal bird of prey, belonging to the order Strigiformes; it has large forward-facing eyes and ears and a hawk-like beak, and it can turn its head 180 degrees around.	Noun	3596
518788	ox	-	OX	Animals	A castrated bull.	Noun	3.22
1510460	paca	-	PACA	Animals	A large rodent, with dark brown or black fur, a white or yellowish underbelly and rows of white spots along its sides, native to Central America and South America.	Noun	-
375199	parakeet	-	PARAKEET	Animals	Any of several slender species of parrot.	Noun	-
374495	parrot	-	PARROT	Animals	Any bird of the order Psittaciformes, many species of which are colourful and able to mimic human speech.	Noun	3592
2725	pasture	-	PASTURE	Animals	Land covered with grass or herbage and grazed by or suitable for grazing by livestock.	Noun	3.16
1544449	pelican	-	PELICAN	Animals	Large water birds comprising the family Pelecanidae. They are characterised by a long beak and large throat pouch used for catching prey and draining water from the scooped up contents before swallowing.	Noun	-
5836	pig	-	PIG	Animals	A common, four-legged animal (Sus scrofa) that has cloven hooves, bristles and a nose adapted for digging and is farmed by humans for its meat.	Noun	3.35
1510464	piranha	-	PIRANHA	Animals	Any of the carnivorous freshwater fish living in South American rivers and belonging to the subfamily Serrasalminae.	Noun	-
1210547	porpoise	-	PORPOISE	Animals	A short-snouted genus of the dolphin family, 1.2 to 2.5 metres (4 to 8 feet) long, gregarious in habits, yielding an oil and leather.	Noun	3662
1543631	possum	-	POSSUM	Animals	Small to medium-sized arboreal marsupial species native to Australia, New Guinea, and Sulawesi.	Noun	-
1486478	prawns	-	PRAWNS	Animals	A decapod crustacean of the suborder Dendrobranchiata.	Noun	3833
642111	python	-	PYTHON	Animals	(Pythonidae)The common name for a group of non-venomous constricting snakes.	Noun	-
8235	quail	-	QUAIL	Animals	(Coturnix coturnix) Small (17 cm) rotund bird from the pheasant family (Phasianidae)	Noun	3865
501465	rabbit	-	RABBIT	Animals	One of several small mammals of the family Leporidae, with long ears, long hind legs and a short, fluffy tail.	Noun	3614
354847	raccoon	-	RACCOON	Animals	(Procyon lotor) An omnivorous nocturnal mammal native to North America and Central America.	Noun	3866
5855	ram	-	RAM	Animals	A male sheep.	Noun	3.26
6233	rat	-	RAT	Animals	A nearly omnivorous rodent of the genus ''rattus'' characterised by a long hairless tail, rounded ears, and a pointed nose.	Noun	3.63
370629	rattlesnake	-	RATTLESNAKE	Animals	Poisonous snake of the genus Crotalus, known by the rattling tail.	Noun	-
812111	reindeer	-	REINDEER	Animals	An Arctic and Subarctic-dwelling deer (Rangifer tarandus), a number of subspecies exist.	Noun	3871
3268	rodent	-	RODENT	Animals	Any of the relatively small placental mammals that constitute the order Rodentia, having constantly growing incisor teeth specialized for gnawing.	Noun	-
6308	rooster	-	ROOSTER	Animals	A male chicken (Gallus gallus domesticus), a domestic bird.	Noun	3.52
1167672	sandfly	1241052	SANDFLY	Animals	A tiny flying insect from one of several species in the Nematocera suborder, including the families Mycetophilidae, Anisopodidae and Sciaridae.	Noun	3831
1505745	scale	-	SCALE	Animals	One of the small flat pieces of skin that cover the bodies of fish.	Noun	3653
636601	scorpion	-	SCORPION	Animals	An arthropod with eight legs, belonging to the order Scorpiones in the class Arachnida.	Noun	3815
412090	seagull	-	SEAGULL	Animals	A seabird of the genus Larus or of the family Laridae.	Noun	3582
481253	shark	-	SHARK	Animals	A scaleless fish with a cartilaginous skeleton that has 5 to 7 gill slits on each side of its head.	Noun	3661
5819	sheep	-	SHEEP	Animals	A common, four-legged animal (Ovis) that is commonly kept by humans for its wool.	Noun	3.25
161542	shell	-	SHELL	Animals	a hard outer covering of an animal, as the hard case of a mollusk	Noun	3655
638694	snail	-	SNAIL	Animals	(Gastropoda) Ventral footed mollusk, including land snails, terrestrial pulmonate gastropod mollusks.	Noun	3.94
3388	snake	-	SNAKE	Animals	Any reptile of the suborder Serpentes, typically having a scaly cylindrical limbless body, fused eyelids, and a jaw modified for swallowing large prey.	Noun	3.85
5871	sow	-	SOW, FEMALE PIG	Animals	An adult female pig.	Noun	3.34
5871	female	-	SOW, FEMALE PIG	Animals	An adult female pig.	Noun	3.34
5871	pig	-	SOW, FEMALE PIG	Animals	An adult female pig.	Noun	3.34
7891	sparrow	-	SPARROW	animals	A small song bird, in the family Passeridae.	Noun	-
3588	spider	-	SPIDER	Animals	Any predatory silk-producing arachnid of the order Araneae, having four pairs of legs and a rounded unsegmented body consisting of abdomen and cephalothorax.	Noun	3818
1541190	spider	-	SPIDER MONKEY	Animals	tropical American monkey of the genus Ateles,  having a slender body, long, slender limbs, and a long, prehensile tail.	Noun	-
1541190	monkey	-	SPIDER MONKEY	Animals	tropical American monkey of the genus Ateles,  having a slender body, long, slender limbs, and a long, prehensile tail.	Noun	-
456539	spider	-	SPIDER WEB	Animals	A fine net of threads woven by a spider to catch insects	Noun	3819
456539	web	-	SPIDER WEB	Animals	A fine net of threads woven by a spider to catch insects	Noun	3819
666598	squirrel	-	SQUIRREL	Animals	A small or medium-sized rodent of the family Sciuridae.	Noun	3869
3602	stable	-	STABLE	Animals	A building or structure usually with stalls that is used to house and feed horses, cattle or other animals.	Noun	3.19
399816	stallion	-	STALLION	Animals	An uncastrated male horse.	Noun	3.42
8401	stingray	-	STINGRAY	Animals	Any of various large, venomous rays, of the orders Rajiformes and Myliobatiformes, having a barbed, whiplike tail.	Noun	3664
1510404	tapir	-	TAPIR	Animals	Any one the species of large odd-toed ungulates of the family Tapiridae with a long prehensile upper lip.	Noun	3.99
3747	termites	-	TERMITES	Animals	A soft-bodied insect of the order Isoptera; individuals feed on cellulose and live in colonies with a caste system comprising three types of functional individuals: sterile workers and soldiers, and the reproductives.	Noun	3834
633535	tick	-	TICK	Animals	A small arachnid which lives on and sucks the blood of other animals including man.	Noun	3835
3784	toad	-	TOAD	Animals	Any anuran amphibian of the family Bufonidae, such as Bufo bufo of Europe. They are similar to frogs but are more terrestrial, having a drier warty skin.	Noun	-
