OMEGAWIKI	WOLD	GLOSS	SEMANTICFIELD	DEFINITION	POS
522875	20.62	SHOOT	Warfare and hunting	To kill a person or an animal with a shot from a firearm.	Verb
3409	11.86	SHOP	Possession	A place, especially a small building, for the retail sale of goods and services.	Noun
1201459	1.27	SHORE	The physical world	The land along the edge of a body of water.	Noun
6746	12.59	SHORT	Spatial relations	Small in length by comparison.	Adjective
6186	4.3	SHOULDER	The body	One side of the top of the torso, where an arm attaches or joins.	Noun
1372842	4.301	SHOULDERBLADE	The body	A large flat bone located at the back of each shoulder.	Noun
336249	18.13	SHOUT	Speech and language	To utter a sudden and loud outcry.	Verb
8359	8.24	SHOVEL	Agriculture and vegetation	A tool consisting of a stick (usually out of wood) and a bigger, slightly humped surface (usually out of metal), which is used to move material such as earth, snow, grain, etc. from one place to another.	Noun
446099	15.55	SHOW	Sense perception	To have somebody see something.	Verb
1508293	18.18	SHRIEK	Speech and language	To make a very high, loud sound.	Verb
448880	12.25	SHUT	Spatial relations	To move (a door, a window, etc.) so that it closes its opening.	Verb
6732	2.456	SIBLING	Kinship	A person who has the same parents as another person.	Noun
1373556	2.541	SIBLING'S CHILD	Kinship	The child of a sibling.	Noun
765010	2.6412	SIBLING-IN-LAW	Kinship	The husband of one's sister.	Noun
7800	4.84	SICK	The body	Whose health is altered.	Adjective
1510850	8.33	SICKLE	Agriculture and vegetation	An implement, having a semicircular blade and short handle, used for cutting long grass and cereal crops in agriculture	Noun
333652	12.36	SIDE	Spatial relations	One side of a leaf of a book or manuscript.	Noun
1160828	5.47	SIEVE	Food and drink	To separate by passing through a sieve or other straining device to separate out coarser elements.	Verb
673408	6.25	SILK	Clothing and grooming	One of the finest textiles, obtained from cocoons of certain species of caterpillars; it is soft, very strong and absorbent and has a brilliant sheen.	Noun
3424	9.65	SILVER	Basic actions and technology	A very ductile malleable brilliant greyish-white element with symbol Ar and atomic number 47 having the highest electrical and thermal conductivity of any metal.	Noun
6406	12.92	SIMILAR	Spatial relations	Having some particular qualities or characteristics in common, but not all of them.	Adjective
5540	18.12	SING	Speech and language	To produce harmonious sounds with one's voice.	Verb
389091	23.51	SINK	Modern world	A bowl for washing hands, dishwashing or other purposes, often affixed to a wall.	Noun
349629	10.33	SINK	Motion	To fall or drop to a lower place or level.	Verb
5544	2.45	SISTER	Kinship	A female person who has the same parents as another person.	Noun
6022	12.13	SIT	Spatial relations	To be in a position with the upper body upright and the legs resting.	Verb
7003	13.06	SIX	Quantity	The cardinal number occurring after five and before seven, represented in Roman numerals as VI, in Arabic numerals as 6.	Function word
1507419	9.29	SKIN	Basic actions and technology	Strip or pull off the skin or hide of	Verb
3430	4.12	SKIN	The body	The tissue forming the outer covering of the vertebrate body: it consists of two layers, the outermost of which may be covered with hair, scales, feathers, etc. It is mainly protective and sensory in function.	Noun
6552	6.46	SKIRT	Clothing and grooming	An article of clothing, usually worn by women and girls, that hangs from the waist and covers the lower part of the body.	Noun
6568	4.202	SKULL	The body	The main bone of the head; the cranium.	Noun
7039	1.51	SKY	The physical world	The part of the earth's atmosphere and space outside it that is visible from earth's surface. During the day it is perceived as blue, and at night as black.	Noun
350300	19.42	SLAVE	Social and political relations	A person who is owned and forced to work, usually without pay, by another.	Noun
1043216	10.79	SLED	Motion	A small sledge without runners intended for pleasure rides downslopes on snow.	Noun
1511010	10.79	SLEDGE	Motion	A low sled drawn by animals, typically on snow, ice or grass.	Noun
6519	4.61	SLEEP	The body	To rest in a state of decreased consciousness and reduced metabolism.	Verb
1511106	20.23	SLING	Warfare and hunting	An instrument for throwing stones or other missiles, consisting of a short strap with two strings fastened to its ends, or with a string fastened to one end and a light stick to the other.	Noun
5791	10.42	SLIP	Motion	To fall over (usually unexpectedly) onto the ground or floor, due to the floor being slippery, smooth or slimy.	Verb
335287	14.22	SLOW	Time	With low speed.	Adverb
5509	12.56	SMALL	Spatial relations	Not large or big; small in size.	Adjective
6521	15.21	SMELL	Sense perception	To give off a smell that can be perceived by the nose.	Verb
6520	15.22	SMELL	Sense perception	To perceive the presence of molecules in the air by inhaling them through the nose.	Verb
6067	16.251	SMILE	Emotions and values	To make an upwards movement of the sides of the mouth, that indicates happiness or satisfaction.	Verb
6968	8.69	SMOKE	Agriculture and vegetation	To inhale smoke from for example a cigarette or a cigar.	Verb
3451	1.83	SMOKE	The physical world	An aerosol, consisting of visible particles and gases, produced by the incomplete burning of carbon-based materials, such as wood and fossil fuels.	Noun
5487	15.77	SMOOTH	Sense perception	Not rough; having a surface texture that lacks friction.	Adjective
638694	3.94	SNAIL	Animals	(Gastropoda) Ventral footed mollusk, including land snails, terrestrial pulmonate gastropod mollusks.	Noun
3388	3.85	SNAKE	Animals	Any reptile of the suborder Serpentes, typically having a scaly cylindrical limbless body, fused eyelids, and a jaw modified for swallowing large prey.	Noun
665334	4.54	SNEEZE	The body	To expel air rapidly as a reflex, usually induced by an irritation in the nose.	Verb
1511046	15.212	SNIFF	Sense perception	To make a short, audible inhalation, through the nose, as if to smell something.	Verb
935932	4.612	SNORE	The body	To make a noise during sleep by vibration of soft respiratory tissues (soft palate, base of the tongue and pharyngeal walls), particularly during inhalation.	Verb
3455	1.76	SNOW	The physical world	The most common form of frozen precipitation, usually flakes or starlike crystals, matted ice needles, or combinations, and often rime-coated.	Noun
1478056	6.98	SNOWSHOE	Clothing and grooming	Footwear for walking over the snow.	Noun
3458	6.95	SOAP	Clothing and grooming	A cleansing agent, manufactured in bars, granules, flakes, or liquid form, made from a mixture of the sodium salts of various fatty acids of natural oils and fats.	Noun
6327	6.49	SOCK	Clothing and grooming	A knitted or woven covering for the foot, reaching no higher than just above the ankle.	Noun
7907	15.75	SOFT	Sense perception	A state of consistency allowing alterations of form with ease, no big force required, to bring things into something of this state (such as e.g. soaked loam or clay soil).	Adjective
5481	1.212	SOIL	The physical world	The soft and loose material forming a great part of the Earth surface.	Noun
867170	20.17	SOLDIER	Warfare and hunting	A person who is actively engaged in battle, conflict or warfare.	Noun
5499	13.181	SOME	Quantity	An unspecified quantity or number of.	Function word
6387	14.33	SOMETIMES	Time	On certain occasions, or in certain circumstances, but not always.	Function word
6634	2.41	SON	Kinship	One's male child.	Noun
454149	2.63;2.631	SON-IN-LAW	Kinship	The husband of someone's daughter.	Noun
476597	23.64	SONG	Modern world	A musical piece with lyrics (or "words to sing"); prose that one can sing.	Noun
335437	14.331	SOON	Time	In a near future.	Function word
353553	22.43	SORCERER	Religion and belief	A person who practices magic or sorcery.	Noun
1103925	4.85	SORE	The body	An injured, infected, inflamed or diseased patch of skin.	Noun
1510873	8.911	SORGHUM	Agriculture and vegetation	A cereal, Sorghum vulgare or Sorghum bicolor, the grains of which are used to make flour and as cattle feed.	Noun
349815	16.11	SOUL	Emotions and values	In philosophical or religious belief the immaterial and immortal part of a human being which lives on after death.	Noun
7469	15.44	SOUND	Sense perception	To produce a sound.	Noun
6390	5.64	SOUP	Food and drink	A cooked, liquid dish (made from meat or vegetables that are mixed with broth in a pot) that is often sold in tins.	Noun
838324	15.38	SOUR	Sense perception	Having an acid, sharp or tangy taste.	Adjective
6542	12.48	SOUTH	Spatial relations	One of the four major compass points, specifically 180°, directed toward the South Pole, and conventionally downwards on a map.	Noun
341201	8.31	SOW	Agriculture and vegetation	To scatter, disperse, or plant seeds.	Verb
5871	3.34	SOW	Animals	An adult female pig.	Noun
525509	8.23	SPADE	Agriculture and vegetation	Tool having a flat and sharp metal tip and a wooden handle used to break, dig and move the earth.	Noun
6656	18.21	SPEAK	Speech and language	To communicate by the use of sounds that are interpreted as language; to communicate verbally.	Verb
408915	20.26	SPEAR	Warfare and hunting	a long, stabbing weapon for thrusting or throwing, consisting of a wooden shaft to which a sharp-pointed head, as of iron or steel, is attached.	Noun
8320	23.24	SPECTACLES	Modern world	A pair of lenses in a frame that are worn in front of the eyes and are used to correct faulty vision or protect the eyes.	Noun
4834	18.222	SPEECH	Speech and language	An address or form of oral communication in which a speaker makes his thoughts and emotions known before an audience, often for a given purpose.(Source: RHW)	Noun
3588	3.818	SPIDER	Animals	Any predatory silk-producing arachnid of the order Araneae, having four pairs of legs and a rounded unsegmented body consisting of abdomen and cephalothorax.	Noun
456539	3.819	SPIDER WEB	Animals	A fine net of threads woven by a spider to catch insects	Noun
1240334	6.31	SPIN	Clothing and grooming	to make (yarn) by drawing out, twisting, and winding fibers.	Verb
1505839	6.32	SPINDLE	Clothing and grooming	A stick used in spinning fiber into thread.	Noun
348411	4.191	SPINE	The body	The body part that consists of a row of vertebrae, that support the head and torso and that forms a canal for nerves.	Noun
1107036	16.11	SPIRIT	Emotions and values	The undying essence of a human.	Noun
6051	4.56	SPIT	The body	To forcefully evacuate saliva from the mouth.	Verb
1510997	10.352	SPLASH	Motion	The sound made by an object hitting a liquid.	Verb
706908	4.452	SPLEEN	The body	A ductless vascular gland, located in the left upper abdomen near the stomach.	Noun
6048	9.27	SPLIT	Basic actions and technology	To divide fully or partly along a more or less straight line.	Verb
5944	5.37	SPOON	Food and drink	An implement for eating or serving, a small bowl with a long straight handle.	Noun
1083572	9.34	SPREAD OUT	Basic actions and technology	To spread out or open from a closed or folded state.	Verb
3596	1.37	SPRING	The physical world	A place where ground water flows naturally from a rock or the soil onto the land surface or into a body of surface water.	Noun
6360	14.75	SPRING	Time	Traditionally the first of the four seasons, the season of growth with an ever increasing amount of daytime.	Noun
3599	12.78	SQUARE	Spatial relations	An open area in a town, sometimes including the surrounding buildings.	Noun
6017	9.343	SQUEEZE	Basic actions and technology	To apply pressure to something from two or more sides at once.	Verb
666598	3.869	SQUIRREL	Animals	A small or medium-sized rodent of the family Sciuridae.	Noun
6045	9.223	STAB	Basic actions and technology	To pierce or to wound with a pointed tool or weapon, especially a knife or dagger.	Verb
3602	3.19	STABLE	Animals	A building or structure usually with stalls that is used to house and feed horses, cattle or other animals.	Noun
399816	3.42	STALLION	Animals	An uncastrated male horse.	Noun
6053	12.15	STAND	Spatial relations	To be upright in an erect position, supported by the feet.	Verb
6041	1.54	STAR	The physical world	A luminous celestial body that is made from gases (particularly hydrogen and helium) and forms the shape of a sphere.	Noun
430779	9.83	STATUE	Basic actions and technology	A three-dimension work of art, usually of a person or animal, usually created by sculpting, carving, moulding, or casting.	Noun
336072	21.51	STEAL	Law	To take possession of property belonging to another without the consent of this owner; most typically when not observed, rather than by force.	Verb
539987	1.831	STEAM	The physical world	The gas phase of water.	Noun
454184	2.74	STEPDAUGHTER	Kinship	The daughter of one's spouse and his or her previous partner.	Noun
1480565	2.71	STEPFATHER	Kinship	The husband of one's biological mother, other than one's biological father.	Noun
1480454	2.72	STEPMOTHER	Kinship	The wife of one's biological father, other than one's biological mother.	Noun
454195	2.73	STEPSON	Kinship	The son of one's spouse and his or her previous partner.	Noun
8401	3.664	STINGRAY	Animals	Any of various large, venomous rays, of the orders Rajiformes and Myliobatiformes, having a barbed, whiplike tail.	Noun
719375	11.54	STINGY	Possession	Excessively unwilling to spend.	Adjective
1089734	15.26	STINKING	Sense perception	Having a bad smell.	Adjective
334889	5.49	STIR	Food and drink	To stir two or more substances together.	Verb
1510550	6.49	STOCKING	Clothing and grooming	A soft garment worn on the foot and lower leg, usually knit or woven, worn under shoes or other footwear.	Noun
352530	4.46	STOMACH	The body	An organ in the body, involved in digestion of food.	Noun
3633	1.44	STONE	The physical world	A general term for rock that is used in construction, either crushed for use as aggregate or cut into shaped blocks as dimension stone.	Noun
341452	11.86	STORE	Possession	An establishment, either physical or virtual, that sells goods or services to the public.	Noun
3635	1.58	STORM	The physical world	An atmospheric disturbance involving perturbations of the prevailing pressure and wind fields on scales ranging from tornadoes to extratropical cyclones; also the associated weather and the like.(Source: MGH)	Noun
3637	7.32	STOVE	The house	A chamber within which a fuel-air mixture is burned to provide heat, the heat itself being radiated outward from the chamber; used for space heating, process-fluid heating, and steel blast furnaces.	Noun
5994	12.73	STRAIGHT	Spatial relations	Not crooked or bent; having a constant direction throughout its length.	Adjective
346995	19.55	STRANGER	Social and political relations	Someone who is not known.	Noun
411075	1.36	STREAM	The physical world	A small river or large creek; a body of moving water confined by banks.	Noun
5895	23.395	STREET	Modern world	A paved part of road, usually in a village or a town.	Noun
1425791	9.32	STRETCH	Basic actions and technology	To lengthen by pulling.	Verb
1510934	9.21	STRIKE	Basic actions and technology	To hit against something.	Verb
345510	4.81	STRONG	The body	Capable of producing great physical force.	Adjective
8498	17.242	STUDY	Cognition	To follow a course of study; to be enrolled at an institute of learning.	Verb
6322	17.22	STUPID	Cognition	Lacking in intelligence.	Adjective
8041	18.211	STUTTER	Speech and language	To have problems articulating the words, repeting sometimes some syllables.	Verb
6027	5.16	SUCK	Food and drink	To draw in a substance by creating a practical vacuum in the mouth, and as a result a difference in pressure.	Verb
3664	5.85	SUGAR	Food and drink	A sweet crystalline or powdered substance, white when pure, consisting of sucrose obtained mainly from sugar cane and sugar beets and used in many foods, drinks, and medicines to improve their taste.	Noun
1310853	8.941	SUGAR CANE	Agriculture and vegetation	A tropical grass of the genus Saccharum having stout, fibrous, jointed stalks, the sap of which is a source of sugar.	Noun
5848	14.76	SUMMER	Time	Traditionally the second of the four seasons regarded as being from June 21 to September 20 (or just June, July and August) in the Northern Hemisphere and from December 21 to March 20 (or just December, January and February) in the Southern Hemisphere.	Noun
5850	1.52	SUN	The physical world	The particular star at the centre of our solar system, from which the Earth gets light and heat.	Noun
6993	14.62	SUNDAY	Time	The seventh day of the week in Europe and in systems using the ISO 8601 standard, or the first day of the week in the United States of America, the Sabbath for most Christians.	Noun
6444	16.15	SURPRISED	Emotions and values	The feeling that something unexpected has happened.	Adjective
699169	20.46	SURRENDER	Warfare and hunting	The act of surrendering to the enemy.	Verb
7724	17.44	SUSPECT	Cognition	To imagine or suppose (something) to be true without evidence.	Verb
380335	5.181	SWALLOW	Food and drink	The reflex in the human body that makes something pass from the mouth to the pharynx and into the esophagus, with the shutting of the epiglottis.	Verb
5069	1.38	SWAMP	The physical world	A permanently waterlogged area in which there is often associated tree growth, e.g. mangroves in hot climates.	Noun
866158	21.24	SWEAR	Law	To declare or affirm solemnly and formally as true.	Verb
1466959	9.37	SWEEP	Basic actions and technology	To clean a surface with a broom.	Verb
336426	15.35	SWEET	Sense perception	Having the taste characteristic of sugar or honey.	Adjective
1336889	8.91	SWEET POTATO	Agriculture and vegetation	A dicotyledonous plant of the family Convolvulaceae, having an edible tuberous root.	Noun
838114	4.853	SWELLING	The body	Abnormal protuberance or localized enlargement.	Noun
6050	10.35	SWIM	Motion	To move through the water, without touching the bottom.	Verb
6350	20.27	SWORD	Warfare and hunting	A long-bladed weapon that has a handle (and sometimes a hilt) and is designed to stab, cut or slash.	Noun
7196	7.44	TABLE	The house	A piece of furniture that generally consists of a hard, flat, horizontal surface, which is elevated and stabilised by 3 or more legs (usually 4).	Noun
1511154	23.22	TABLET	Modern world	A pill; a small, easily swallowed portion of a substance.	Noun
5468	4.18	TAIL	The body	The appendage of an animal that is attached to its posterior and near the anus.	Noun
374399	6.13	TAILOR	Clothing and grooming	Someone who professionally manufactures clothing.	Noun
7077	11.13	TAKE	Possession	To grasp with the hands.	Verb
335942	12.58	TALL	Spatial relations	Having a vertical extent greater than the average; Having the upper end, tip, top, head, etc. a long way up; Having a great vertical extent (often greater than the horizontal extent); High.	Adjective
1501856	7.67	TAN	The house	To treat skins and hides with tannic acid so as to convert them into leather.	Verb
1510404	3.99	TAPIR	Animals	Any one the species of large odd-toed ungulates of the family Tapiridae with a long prehensile upper lip.	Noun
1051228	15.31	TASTE	Sense perception	To try the flavor or quality of something.	Verb
1130256	6.79	TATTOO	Clothing and grooming	A marking made by inserting ink into the layers of skin to change the pigment permanently for decorative or other reasons.	Noun
3714	11.69	TAX	Possession	An amount of money demanded by a government for its support or for specific facilities or services, most frequently levied upon income, property or sales.	Noun
5927	23.9	TEA	Modern world	The drink made by infusing dried leaves or buds in hot water.	Noun
335855	17.25	TEACH	Cognition	To pass on knowledge and skills.	Verb
445262	17.27	TEACHER	Cognition	A person who passes on knowledge, especially one employed in a school.	Noun
704859	9.28	TEAR	Basic actions and technology	A tug given with force in order to remove something.	Verb
6805	16.38	TEAR	Emotions and values	A drop of liquid produced from the eyes by crying or irritation.	Noun
5945	23.12	TELEPHONE	Modern world	An electronic device used for calling people.	Noun
7295	23.11	TELEVISION	Modern world	A device for receiving television signals and displaying them in visual form.	Noun
701342	18.221	TELL	Speech and language	To talk about a story giving its details; to give a detailed account of.	Verb
388190	22.13	TEMPLE	Religion and belief	A house of worship and spiritual activities.	Noun
6567	4.201	TEMPLES	The body	The region of the skull on either side of the forehead.	Noun
6312	13.1	TEN	Quantity	The cardinal number occurring after nine and before eleven, represented in Roman numerals as X, in Arabic numerals as 10, and in the hexadecimal system (base 16) as A.	Function word
502614	4.465	TENDON	The body	Tissue that connects muscle to bone.	Noun
5770	7.14	TENT	The house	A portable lodging (usually made from waterproof plastic, animal hide or canvas streched by poles) that is used for sheltering people and objects from the weather when camping or at festivals.	Noun
3747	3.834	TERMITES	Animals	A soft-bodied insect of the order Isoptera; individuals feed on cellulose and live in colonies with a caste system comprising three types of functional individuals: sterile workers and soldiers, and the reproductives.	Noun
348064	4.49	TESTICLES	The body	The male sex gland that produces sperm and male hormones, found in some types of animals.	Noun
1149393	24.08	THAT	Miscellaneous function words	Demonstrative pronoun (feminine, singular): the indicated thing is implied, since it is previously mentioned. Collocation: that of; to that of.	Function word
1506073	7.52	THATCH	The house	Natural roofing material such as straw, reeds, leaves, etc.	Noun
858309	24.1	THERE	Miscellaneous function words	In a not completely determined place which is not here.	Function word
352331	2.96	THEY	Kinship	The third person plural of the personal pronoun that designates more than one person or animal, thing or idea which have already been mentioned previously.	Function word
5503	12.63	THICK	Spatial relations	Relatively large distance from one surface to the opposite in its smallest solid dimension.	Adjective
515549	21.52	THIEF	Law	Someone who takes property belonging to someone else with the intention of keeping it or selling it.	Noun
348189	4.351	THIGH	The body	The area between the pelvis and buttocks and the knee.	Noun
5990	12.65	THIN	Spatial relations	(Of a person or animal) Narrow in size, and usually indicating carrying little fat.	Adjective
339816	11.18	THING	Possession	That which is considered to exist as a separate entity, quality or concept.	Noun
6021	17.13	THINK	Cognition	To actively and consciously use one's mental powers, usually to form ideas.	Verb
6309	17.14	THINK	Cognition	To have as opinion, belief, or idea.	Verb
7979	13.42	THIRD	Quantity	The ordinal form of the cardinal number three.	Function word
5458	24.07	THIS	Miscellaneous function words	The indicated object, item, etc.	Function word
5459	2.92	THOU	Kinship	The person addressed.	Function word
7755	13.106	THOUSAND	Quantity	Ten times hundred.	Function word
515580	6.38	THREAD	Clothing and grooming	A long, thin and flexible form of material, generally with a round cross-section, used in sewing, weaving or in the construction of string.	Noun
539320	18.44	THREATEN	Speech and language	To put in danger.	Verb
156096	13.03	THREE	Quantity	The third natural number (3).	Function word
1527212	13.44	THREE TIMES	Quantity	Three times.	Function word
1506115	8.34	THRESH	Agriculture and vegetation	Separating the grain from the straw or husks by beating.	Verb
1451560	8.35	THRESHING-FLOOR	Agriculture and vegetation	Dry flat area where the grain is separated from the straw or husks by beating.	Noun
5861	4.29	THROAT	The body	The front part of the neck.	Noun
1172828	24.05	THROUGH	Miscellaneous function words	From one side of an opening to the other.	Function word
6072	10.25	THROW	Motion	To cause (an object) to move rapidly through the air, with the force of the hand or arm.	Verb
7250	4.342	THUMB	The body	The shortest and thickest of the fingers that can be placed against the others in order to create a firm grip.	Noun
509787	1.56	THUNDER	The physical world	Sound produced by fast air expansion induced by a lightning.	Noun
6989	14.66	THURSDAY	Time	The fourth day of the week in Europe and in systems using the ISO 8601 norm; the fifth day of the week in the United States of America.	Noun
633535	3.835	TICK	Animals	A small arachnid which lives on and sucks the blood of other animals including man.	Noun
3777	1.352	TIDE	The physical world	The periodic rise and fall of the water resulting from gravitational interaction between the sun, moon and earth.	Noun
844574	9.16	TIE	Basic actions and technology	To establish connection between two or more things.	Verb
3779	14.11	TIME	Time	The dimension of the physical universe which, at a given place, orders the sequence of events.	Noun
3780	9.69	TIN	Basic actions and technology	A metallic element with symbol Sn, occurring in cassiterite. It is a malleable silvery-white metal.	Noun
6493	23.54	TIN	Modern world	A tin-plate canister, often cylindrical, for preserved foods such as fruit, meat, or fish.	Noun
1510953	9.69	TINPLATE	Basic actions and technology	A thin sheet of steel coated with tin to prevent rusting; used to make cans etc.	Noun
7117	4.91	TIRED	The body	In need of some rest or sleep, usually as a result of hard work or physical activity.	Adjective
982997	5.49	TO MIX	Food and drink	To mix together different elements.	Verb
402886	5.47	TO STRAIN	Food and drink	To separate or isolate components from one another with the help of a filter.	Verb
420209	8.68	TOBACCO	Agriculture and vegetation	Leaves of certain varieties of the tobacco plant, cultivated and harvested to make cigarettes, cigars, snuff, for smoking in pipes or for chewing.	Noun
5630	14.47	TODAY	Time	On the current day or date.	Function word
5969	4.38	TOE	The body	One of the extremities of the foot.	Noun
1444087	23.52	TOILET	Modern world	A room equipped with a toilet for urinating and defecating.	Noun
5808	14.48	TOMORROW	Time	The day after the present day.	Function word
1505799	5.391	TONGS	Food and drink	A tool that consists of two movable bars joined at one end, used to pick up an object.	Noun
5440	4.26	TONGUE	The body	The flexible muscular organ in the mouth that is used to move food around, for tasting and that is moved into various positions to modify the flow of air from the lungs in order to produce different sounds.	Noun
5894	9.422	TOOL	Basic actions and technology	A mechanical device intended to make a task easier.	Noun
5946	4.27	TOOTH	The body	A hard, calcareous structure present in the mouth of many vertebrate animals, generally used for eating.	Noun
709258	12.33	TOP	Spatial relations	Highest and most elevated point.	Noun
844734	7.45	TORCH	The house	A stick with a flame on one end used as a light source.	Noun
1510388	3.598	TOUCAN	Animals	A bird with a large colorful beak, living in the tropics and belonging to the family Ramphastidae.	Noun
8232	15.71	TOUCH	Sense perception	To be in physical contact with.	Verb
436437	6.82	TOWEL	Clothing and grooming	Piece of absorbent fabric or paper used for drying or wiping.	Noun
6890	20.36	TOWER	Warfare and hunting	Structure, usually taller than it is wide, often used as a lookout.	Noun
5974	19.15	TOWN	Social and political relations	An area with residential districts, shops and amenities, and its own local government.	Noun
3812	11.83	TRADE	Possession	The act or the business of buying and selling for money. Mercantile or commercial business in general or the buying and selling, or exchanging, of commodities, either by wholesale or retail within a country or between countries.(Source: WESTS)	Verb
3834	23.155	TRAIN	Modern world	A self-propelled, connected group of vehicles moving on rails.	Noun
519501	20.65	TRAP	Warfare and hunting	To catch in a trap, to immobilize.	Verb
464297	20.64	TRAP	Warfare and hunting	A device for catching and holding animals.	Noun
3854	8.6	TREE	Agriculture and vegetation	Any large woody perennial plant with a distinct trunk giving rise to branches or leaves at some distance from the ground.	Noun
1490199	8.72	TREE STUMP	Agriculture and vegetation	A small remaining portion of the trunk of a tree with the roots still in the ground.	Noun
1510861	8.73	TREE TRUNK	Agriculture and vegetation	The main structural member of a tree.	Noun
1412223	7.48	TROUGH	The house	A long, narrow container, open on top, for feeding or watering animals.	Noun
349559	6.48	TROUSERS	Clothing and grooming	An item of clothing worn on the lower part of the body and covering both legs separately.	Noun
6816	16.66	TRUE	Emotions and values	Concurring with a given set of facts.	Adjective
344567	18.73	TRUMPET	Speech and language	A musical instrument in the brass family.	Noun
7471	17.48	TRY	Cognition	To put to the test, as for its quality, or give experimental use to.	Verb
6991	14.64	TUESDAY	Time	The second day of the week in Europe and in systems using the ISO 8601 norm; the third day of the week in the United States of America.	Noun
1507435	9.92	TUMPLINE	Basic actions and technology	A strap slung over the forehead or chest used (especially by native Americans) for carrying packs or loads	Noun
6526	10.12	TURN	Motion	To change direction of movement.	Verb
6055	10.13	TURN AROUND	Motion	To position by moving an object around its axis.	Verb
1200609	3.98	TURTLE	Animals	A reptile of the order Testudines (the crown group of the superorder Chelonia), characterised by a special bony or cartilaginous shell developed from their ribs that acts as a shield.	Noun
7007	13.102	TWELVE	Quantity	The cardinal number occurring after eleven and before thirteen, represented in Roman numerals as XII and in Arabic numerals as 12.	Function word
7013	13.104	TWENTY	Quantity	The cardinal number occurring after nineteen and before twenty-one, represented in Roman numerals as XX and in Arabic numerals as 20.	Function word
6389	13.38	TWICE	Quantity	Two times.	Function word
431713	2.458	TWINS	Kinship	A case of multiple birth in which the mother gives birth to two offspring from the same pregnancy.	Noun
1541116	10.17	TWIST	Motion	to combine, as two or more strands or threads, by winding together.	Verb
6248	13.02	TWO	Quantity	The cardinal number occurring after one and before three, represented in Roman numerals as II and in Arabic numerals as 2.	Function word
1329165	4.42	UDDER	The body	An organ in female quadruped mammals which consists of mammary glands and has several teats.	Noun
639024	16.82	UGLY	Emotions and values	Not good looking.	Adjective
5806	2.51	UNCLE	Kinship	The brother of someone’s father or mother.	Noun
6356	17.16	UNDERSTAND	Cognition	To be aware of the meaning of.	Verb
899673	5.124	UNRIPE	Food and drink	That is not yet ripe (edible fruit), usually hard and sour.	Adjective
1510931	9.161	UNTIE	Basic actions and technology	To loosen, as something interlaced or knotted; to disengage the parts of. To unbind, to free from restraint	Verb
6531	12.08	UP	Spatial relations	The direction that is away from the centre of the Earth.	Function word
7685	4.493	VAGINA	The body	The lower part of the female reproductive tract; a moist canal in female mammals extending from the labia minora to the uterus.	Noun
3938	1.24	VALLEY	The physical world	Any low-lying land bordered by higher ground; especially an elongate, relatively large, gently sloping depression of the Earth's surface, commonly situated between two mountains or between ranges of hills or mountains, and often containing a stream with an outlet.	Noun
3953	5.65	VEGETABLES	Food and drink	Any of various herbaceous plants having parts that are used as food.	Noun
510127	6.59	VEIL	Clothing and grooming	A head covering.	Noun
8471	4.151	VEIN	The body	A blood vessel that transports blood from the capillaries back to the heart.	Noun
345436	20.41	VICTORY	Warfare and hunting	An end to a struggle or contest that did end in success.	Noun
3968	19.16	VILLAGE	Social and political relations	A group of houses and other buildings, such as a church, a school and some shops, which is smaller than a town, usually in the countryside.	Noun
1510857	8.67	VINE	Agriculture and vegetation	the climbing plant (genus: Vitis) that produces grapes	Noun
5899	18.11	VOICE	Speech and language	The sound and tones human beings are able to produce with the vocal cords.	Noun
5617	4.57	VOMIT	The body	To regurgitate the contents of the stomach.	Verb
531741	3.586	VULTURE	Animals	Any of several carrion-eating birds of the families Accipitridae and Cathartidae.	Noun
7687	4.494	VULVA	The body	The external parts of the female genitalia, in human beings this consists of the labia , clitoris, opening of the urethra (meatus), and the opening of the vagina.	Noun
487077	11.78	WAGES	Possession	A fixed amount of money paid to a worker, usually measured on a monthly or annual basis.	Noun
415600	10.75	WAGON	Motion	A wheeled vehicle, generally drawn by horse power.	Noun
692019	4.462	WAIST	The body	In human beings, the part between the thorax and hips.	Noun
6557	4.63	WAKE UP	The body	To stop sleeping.	Verb
6054	10.45	WALK	Motion	To move from one place to another by moving legs alternately, so that at least one foot is in contact with the floor or surface at any one time.	Verb
5663	19.25	WALKING STICK	Social and political relations	An object, specifically for providing support when walking.	Noun
3989	7.27	WALL	The house	A vertical construction made of stone, brick, wood, etc., with a length and height much greater than its thickness, used to enclose, divide or support.	Noun
7258	16.62	WANT	Emotions and values	To have a strong desire for something.	Verb
3990	20.13	WAR	Warfare and hunting	A conflict or a state of hostility between two or more parties, nations or states, in which armed forces or military operations are used.	Noun
5485	15.851	WARM	Sense perception	Having a temperature slightly higher than usual, still pleasant.	Adjective
6069	9.36	WASH	Basic actions and technology	To remove dirt and grime from an object, using water (usually with soap).	Verb
631360	3.823	WASP	Animals	A flying stinging insect related to the bee, which is usually coloured yellow and black.	Noun
4118	1.31	WATER	The physical world	Common liquid (H₂O) which forms rain, rivers, the sea, etc., and which makes up a large part of the bodies of organisms.	Noun
4079	1.39	WATERFALL	The physical world	A perpendicular or steep descent of the water of a stream.	Noun
421112	1.35	WAVE	The physical world	A disturbance in an fluid medium.	Noun
5455	2.94	WE	Kinship	The speaker or writer and at least one other person.	Function word
